Fine name,pdfsize,metadatasize,/Page,xrefLength,titlecharacters,/Encrypt,images,text,PDFHeader,obj,endobj,stream,endstream,xref,trailer,startxref,/ObjStm,/JS,/JavaScript,/AA,/OpenAction,/AcroForm,/JBIG2Decode,/RichMedia,/Launch,/EmbeddedFile,/XFA,/Colors > 2^24,Class
634,84.0,283.0,1.0,33.0,0.0,0.0,13,No,	%PDF-1.6,312,312,7.0,206,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
9881,86.0,283.0,1.0,32.0,0.0,0.0,12,No,	%PDF-1.7,261,261,20.0,99,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
2243,46.0,320.0,1.0,35.0,26.0,0.0,1,Yes,	%PDF-1.7,261,261,28.0,134,1,0.0,7,8.0,1,1,1,1,2,2,1,1,1,1,0.0,Benign
7544,89.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
9673,75.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,104,103,3.0,141,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
1992,76.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
9480,94.0,283.0,1.0,27.0,0.0,0.0,82,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7373,82.0,283.0,1.0,34.0,0.0,0.0,14,No,	%PDF-1.4,38,37,4.0,165,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8504,75.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,270,270,21.0,104,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
8661,82.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,253,253,11.0,15,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
3743,37.0,307.0,13.0,55.0,16.0,0.0,1,Yes,	%PDF-1.4,324,324,8.0,217,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
9162,77.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,379,379,13.0,36,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7194,88.0,484.0,1.0,78.0,34.0,0.0,2,Yes,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
2489,89.0,460.0,1.0,80.0,22.0,0.0,2,Yes,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
1399,85.0,283.0,1.0,37.0,0.0,0.0,18,No,	%PDF-1.7,436,436,19.0,91,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
5091,78.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,440,440,19.0,91,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
9941,90.0,467.0,1.0,94.0,32.0,0.0,2,Yes,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8195,82.0,283.0,1.0,26.0,0.0,0.0,74,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
9387,33.0,298.0,1.0,12.0,0.0,0.0,2,No,	%PDF-1.7,465,465,19.0,91,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
4893,75.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,195,195,13.0,36,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
1491,61.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7100,34.0,298.0,1.0,12.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4321,38.0,298.0,1.0,12.0,0.0,0.0,2,No,	%PDF-1.2,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8529,89.0,283.0,1.0,30.0,0.0,0.0,9,No,	%PDF-1.2,153,153,12.0,26,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
2075,85.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,235,235,17.0,74,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
1565,82.0,283.0,1.0,27.0,0.0,0.0,82,No,	%PDF-1.2,461,461,4.0,165,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
6358,71.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5253,83.0,283.0,1.0,36.0,0.0,0.0,17,No,	%PDF-1.7,206,206,14.0,45,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
339,84.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5641,75.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,281,281,23.0,116,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
2571,84.0,283.0,1.0,33.0,0.0,0.0,13,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5232,94.0,283.0,2.0,33.0,0.0,0.0,9,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7328,59.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,261,261,20.0,99,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
5199,81.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,261,261,19.0,91,8,2.0,7,0.0,1,1,1,1,2,2,1,1,1,1,0.0,Benign
9898,68.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.4,461,461,4.0,165,2,1.0,2,0.0,1,1,1,1,1,2,1,1,1,1,0.0,Benign
8133,76.0,283.0,1.0,31.0,0.0,0.0,11,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4386,71.0,283.0,1.0,22.0,0.0,0.0,43,No,	%PDF-1.7,337,337,31.0,143,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
6850,54.0,298.0,2.0,17.0,0.0,0.0,19,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8593,412.0,315.0,40.0,209.0,31.0,0.0,2,Yes,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5802,87.0,283.0,1.0,28.0,0.0,0.0,4,No,	%PDF-1.3,90,89,5.0,182,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
3310,78.0,283.0,1.0,29.0,0.0,0.0,7,No,	%PDF-1.7,217,217,15.0,56,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
4950,84.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
495,70.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,226,226,16.0,64,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
5884,84.0,283.0,1.0,30.0,0.0,0.0,9,No,	%PDF-1.7,48,47,25.0,123,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,2.0,Benign
8713,71.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
2539,73.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,235,235,17.0,74,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
3021,32.0,298.0,1.0,12.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7431,89.0,283.0,1.0,35.0,0.0,0.0,15,No,	%PDF-1.6,413,413,31.0,143,8,2.0,7,9.0,1,1,1,1,1,1,1,1,1,1,2.0,Benign
937,68.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
1559,32.0,298.0,1.0,12.0,0.0,0.0,2,No,	%PDF-1.7,273,273,22.0,109,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
8603,81.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
3728,90.0,283.0,1.0,27.0,0.0,0.0,82,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
209,80.0,283.0,1.0,35.0,0.0,0.0,15,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
1125,75.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
9390,82.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4659,73.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,295,295,34.0,150,1,0.0,7,7.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
5908,82.0,283.0,1.0,28.0,0.0,0.0,4,No,	%PDF-1.7,132,131,24.0,121,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,6.0,Benign
5165,387.0,315.0,26.0,177.0,31.0,0.0,2,Yes,	%PDF-1.7,217,217,15.0,56,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
9396,40.0,344.0,5.0,70.0,11.0,0.0,1,Yes,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
39,71.0,498.0,6.0,683.0,68.0,0.0,1,Yes,	%PDF-1.6,417,417,39.0,162,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4125,83.0,283.0,1.0,38.0,0.0,0.0,20,No,	%PDF-1.6,397,397,20.0,99,8,2.0,7,0.0,1,1,1,2,1,1,1,1,1,1,0.0,Benign
5783,57.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,295,295,25.0,123,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
320,60.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4279,32.0,285.0,1.0,30.0,8.0,0.0,1,Yes,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
9828,93.0,283.0,1.0,24.0,0.0,0.0,61,No,	%PDF-1.4,38,37,4.0,165,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7768,87.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,354,354,34.0,150,1,0.0,10,6.0,1,1,1,1,4,1,1,1,1,1,0.0,Benign
2585,74.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,176,176,11.0,15,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
5377,91.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4692,77.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,273,273,22.0,109,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
450,72.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,88,87,23.0,116,11,3.0,10,0.0,1,1,1,1,4,1,1,1,1,1,0.0,Benign
9183,82.0,283.0,1.0,30.0,0.0,0.0,9,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4828,74.0,283.0,1.0,22.0,0.0,0.0,43,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8138,75.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,461,461,4.0,165,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
2812,73.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
6721,88.0,283.0,1.0,27.0,0.0,0.0,82,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5703,81.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,206,206,14.0,45,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
658,81.0,283.0,1.0,23.0,0.0,0.0,53,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8319,83.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5773,94.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,165,165,10.0,4,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
4714,99.0,283.0,1.0,33.0,0.0,0.0,13,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
3521,87.0,283.0,1.0,29.0,0.0,0.0,7,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
466,78.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,261,261,20.0,99,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
5318,42.0,298.0,2.0,18.0,0.0,0.0,19,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
1684,79.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7171,77.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.4,104,103,6.0,193,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7583,95.0,283.0,1.0,36.0,0.0,0.0,17,No,	%PDF-1.6,289,289,7.0,206,8,2.0,7,1.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
1857,84.0,283.0,1.0,37.0,0.0,0.0,18,No,	%PDF-1.4,420,420,28.0,134,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7612,85.0,283.0,1.0,24.0,0.0,0.0,61,No,	%PDF-1.7,289,289,24.0,121,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
3998,94.0,283.0,1.0,42.0,0.0,0.0,25,No,	%PDF-1.7,176,176,11.0,15,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
8392,78.0,290.0,2.0,77.0,1.0,0.0,1,Yes,	%PDF-1.7,324,324,29.0,137,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
5171,48.0,352.0,8.0,67.0,62.0,0.0,31,Yes,	%PDF-1.7,53,52,24.0,121,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,2.0,Benign
9241,98.0,516.0,1.0,167.0,65.0,0.0,2,Yes,	%PDF-1.5,324,324,31.0,143,1,0.0,7,12.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
2602,96.0,460.0,1.0,197.0,29.0,0.0,2,Yes,	%PDF-1.7,55,54,26.0,127,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,2.0,Benign
6992,92.0,494.0,1.0,97.0,19.0,0.0,2,Yes,"	/bin/sh: 1: Syntax error: ""("" unexpected",1,0,-1.0,0,0,-1.0,0,-1.0,0,0,0,0,0,0,0,0,0,0,-1.0,Benign
420,74.0,283.0,1.0,23.0,0.0,0.0,53,No,	%PDF-1.7,273,273,31.0,143,1,0.0,7,5.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
31,75.0,283.0,1.0,32.0,0.0,0.0,12,No,	%PDF-1.7,261,261,29.0,137,1,0.0,7,6.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
9770,83.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,253,253,19.0,91,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
2042,97.0,283.0,1.0,30.0,0.0,0.0,9,No,	%PDF-1.2,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
444,78.0,283.0,1.0,25.0,0.0,0.0,67,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5156,78.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,235,235,17.0,74,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
3512,85.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
9953,76.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.4,461,461,4.0,165,2,1.0,2,0.0,1,1,1,1,1,2,1,1,1,1,0.0,Benign
6425,84.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4326,67.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
382,86.0,454.0,1.0,103.0,13.0,0.0,2,Yes,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
9267,73.0,283.0,1.0,24.0,0.0,0.0,61,No,	%PDF-1.7,261,261,29.0,137,1,0.0,7,5.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
4614,85.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,8,7,16.0,64,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,4.0,Benign
556,32.0,298.0,1.0,12.0,0.0,0.0,2,No,	%PDF-1.7,176,176,11.0,15,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
2321,87.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
1249,31.0,298.0,1.0,12.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
274,75.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
3513,84.0,283.0,1.0,37.0,0.0,0.0,18,No,	%PDF-1.7,90,89,13.0,36,1,0.0,7,4.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
4526,75.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,261,261,20.0,99,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
5106,31.0,298.0,1.0,12.0,0.0,0.0,2,No,	%PDF-1.7,289,289,24.0,121,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
10019,86.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
260,85.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,38,37,6.0,193,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
6524,88.0,283.0,1.0,32.0,0.0,0.0,12,No,	%PDF-1.2,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
385,93.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
2220,76.0,598.0,11.0,907.0,100.0,0.0,1,Yes,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8388,77.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4147,79.0,283.0,1.0,30.0,0.0,0.0,9,No,	%PDF-1.6,397,397,26.0,127,8,2.0,7,9.0,1,1,1,1,1,1,1,1,1,1,2.0,Benign
1797,71.0,283.0,1.0,24.0,0.0,0.0,61,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
1610,77.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.5,77,76,12.0,26,1,0.0,7,4.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5141,83.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.1,295,295,8.0,217,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4605,79.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.1,350,350,141.0,47,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5164,84.0,283.0,1.0,30.0,0.0,0.0,9,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
2274,79.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,235,235,17.0,74,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
1761,88.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,295,295,24.0,121,8,2.0,7,0.0,1,1,1,1,2,2,1,1,1,1,0.0,Benign
9629,67.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
3861,82.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8286,38.0,307.0,1.0,48.0,0.0,0.0,1,Yes,	%PDF-1.4,64,63,21.0,104,2,1.0,2,0.0,1,1,1,2,1,1,1,1,1,1,0.0,Benign
8470,75.0,291.0,2.0,43.0,22.0,0.0,1,Yes,	%PDF-1.6,245,245,4.0,165,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8162,48.0,292.0,2.0,50.0,0.0,0.0,1,Yes,	%PDF-1.4,117,116,4.0,165,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8807,46.0,296.0,1.0,43.0,0.0,0.0,1,Yes,	%PDF-1.3,333,333,8.0,217,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
8324,52.0,311.0,9.0,295.0,10.0,0.0,2,Yes,	%PDF-1.4,245,245,16.0,64,8,2.0,7,1.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5079,37.0,323.0,1.0,35.0,26.0,0.0,1,Yes,	%PDF-1.6,245,245,4.0,165,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4020,37.0,290.0,1.0,49.0,0.0,0.0,1,Yes,	%PDF-1.5,176,176,20.0,99,1,0.0,7,4.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
2982,73.0,283.0,1.0,21.0,0.0,0.0,31,No,	%PDF-1.7,170,170,18.0,81,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,30.0,Benign
7149,83.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
1258,87.0,271.0,1.0,21.0,0.0,0.0,1,Yes,	%PDF-1.7,142,142,8.0,217,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
8014,63.0,283.0,1.0,30.0,0.0,0.0,9,No,	%PDF-1.2,393,393,2.0,98,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4536,79.0,262.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.5,20,19,4.0,165,8,2.0,7,1.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4502,91.0,272.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.2,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
7876,90.0,283.0,1.0,31.0,0.0,0.0,11,No,	%PDF-1.7,63,62,24.0,121,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,4.0,Benign
5270,80.0,265.0,1.0,21.0,0.0,0.0,2,No,	%PDF-1.7,245,245,18.0,81,8,2.0,7,0.0,1,1,1,1,2,1,1,1,1,1,0.0,Benign
5960,44.0,499.0,5.0,363.0,67.0,0.0,1,Yes,	%PDF-1.3,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
5899,56.0,249.0,3.0,35.0,0.0,0.0,1,Yes,	%PDF-1.6,324,324,16.0,64,8,2.0,7,4.0,1,1,1,1,1,1,1,1,1,1,2.0,Benign
2361,41.0,297.0,10.0,391.0,1.0,0.0,1,Yes,	%PDF-1.2,51,50,1.0,2,2,1.0,2,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
6719,38.0,297.0,9.0,344.0,1.0,0.0,1,Yes,	%PDF-1.2,20,19,3.0,141,8,2.0,7,0.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
4381,41.0,339.0,7.0,456.0,46.0,0.0,1,Yes,	%PDF-1.4,357,357,19.0,91,8,2.0,7,4.0,1,1,1,1,1,1,1,1,1,1,0.0,Benign
1963,39.0,298.0,2.0,100.0,0.0,0.0,1,Yes,	%PDF-1.4,112,111,30.0,142,8,2.0,7,5.0,1,1,1,1,1,1,1,1,1,1,6.0,Benign
